0,,,[],,
156,['Give me all people with first name Jimmy.'],[],[],,
157,['In which city did John F. Kennedy die?'],"[""['http://dbpedia.org/ontology/deathPlace', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/ontology/city"    ]'],['0.0'],['0.0']
158,['Is there a video game called Battle Chess?'],[],[],,
159,['Which mountains are higher than the Nanga Parbat?'],[],[],,
160,['Who created Wikipedia?'],["['http://dbpedia.org/ontology/author']"],[' [        "http://dbpedia.org/ontology/author"    ]'],['1.0'],['1.0']
161,['Give me all actors starring in Last Action Hero.'],["['http://dbpedia.org/ontology/starring']"],[' [        "http://dbpedia.org/ontology/starring"    ]'],['1.0'],['1.0']
162,['Which software has been developed by organizations founded in California?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/developer', 'http://dbpedia.org/ontology/foundationPlace']""]",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.0'],['0.0']
163,['Which companies work in the aerospace industry as well as in medicine?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/industry', 'http://dbpedia.org/ontology/industry']""]","[' [        ""http://dbpedia.org/property/industry"",         ""http://dbpedia.org/ontology/industry""    ]']",['1.0'],['1.0']
164,['Is Christian Bale starring in Velvet Goldmine?'],["['http://dbpedia.org/ontology/starring']"],[' [        "http://dbpedia.org/ontology/starring"    ]'],['1.0'],['1.0']
165,['Give me the websites of companies with more than 500000 employees.'],[],[],,
166,['Which actors were born in Germany?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/birthPlace', 'http://dbpedia.org/ontology/birthPlace', 'http://dbpedia.org/ontology/country']""]","[' [        ""http://dbpedia.org/ontology/occupation"",         ""http://dbpedia.org/ontology/award"",         ""http://dbpedia.org/ontology/spouse""    ]']",['0.0'],['0.0']
167,['Which caves have more than 3 entrances?'],[],[],,
168,['Was the wife of president Lincoln called Mary?'],[],[],,
169,['Give me all films produced by Hal Roach.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/producer']""]",[' [        "http://dbpedia.org/ontology/director"    ]'],['0.0'],['0.0']
170,['Give me all video games published by Mean Hamster Software.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/publisher']""]",[' [        "http://dbpedia.org/ontology/publisher"    ]'],['1.0'],['1.0']
171,['Which languages are spoken in Estonia?'],["['http://dbpedia.org/ontology/spokenIn']"],[' [        "http://dbpedia.org/ontology/language"    ]'],['0.0'],['0.0']
172,['How many Aldi stores are there?'],["['http://dbpedia.org/ontology/numberOfLocations']"],[' [        "http://dbpedia.org/ontology/type"    ]'],['0.0'],['0.0']
173,['Which capitals in Europe were host cities of the summer olympic games?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[],,
175,['How many films did Hal Roach produce?'],["['http://dbpedia.org/ontology/producer']"],[' [        "http://dbpedia.org/ontology/director"    ]'],['0.0'],['0.0']
176,['Which music albums contain the song Last Christmas?'],[],[],,
177,['Give me all books written by Danielle Steel.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/author']""]",[' [        "http://dbpedia.org/ontology/writer"    ]'],['0.5'],['1.0']
178,"['Which airports are located in California, USA?']","[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/location', 'http://dbpedia.org/ontology/city', 'http://dbpedia.org/ontology/city', 'http://dbpedia.org/ontology/isPartOf', 'http://dbpedia.org/ontology/operator']""]","[' [        ""http://dbpedia.org/ontology/country"",         ""http://dbpedia.org/property/country""    ]']",['0.0'],['0.0']
179,['Which states of Germany are governed by the Social Democratic Party?'],[],[],,
180,['Give me all Canadian Grunge record labels.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/genre', 'http://dbpedia.org/ontology/country']""]","[' [        ""http://dbpedia.org/property/label"",         ""http://dbpedia.org/property/artist""    ]']",['0.0'],['0.0']
181,['Which country has the most official languages?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/property/oficialLanguages']""]",[],,
182,['In which programming language is GIMP written?'],["['http://dbpedia.org/ontology/programmingLanguage']"],[' [        "http://dbpedia.org/ontology/programmingLanguage"    ]'],['1.0'],['1.0']
183,['Who produced films starring Natalie Portman?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/producer']""]","[' [        ""http://dbpedia.org/ontology/starring"",         ""http://dbpedia.org/ontology/producer""    ]']",['1.0'],['1.0']
184,['Give me all movies with Tom Cruise.'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
185,['In which films did Julia Roberts as well as Richard Gere play?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/starring']""]","[' [        ""http://dbpedia.org/ontology/starring"",         ""http://dbpedia.org/ontology/producer""    ]']",['1.0'],['1.0']
186,['Give me all female given names.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/gender']""]",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
187,['Who wrote the book The Pillars of the Earth?'],["['http://dbpedia.org/ontology/author']"],[' [        "http://dbpedia.org/ontology/author"    ]'],['1.0'],['1.0']
188,['How many films did Leonardo DiCaprio star in?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring']""]",[' [        "http://dbpedia.org/ontology/starring"    ]'],['1.0'],['1.0']
189,['Give me all soccer clubs in the Premier League.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/league']""]",[' [        "http://dbpedia.org/property/league"    ]'],['0.5'],['1.0']
190,['In which U.S. state is Mount McKinley located?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/locatedInArea']""]",[],,
191,['When was Capcom founded?'],["['http://dbpedia.org/ontology/foundingDate']"],[],,
192,['Which organizations were founded in 1930?'],[],[],,
193,['What is the highest mountain?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/elevation']""]",[],,
194,['Was Natalie Portman born in the United States?'],"[""['http://dbpedia.org/ontology/birthPlace', 'http://dbpedia.org/ontology/birthPlace', 'http://dbpedia.org/ontology/country']""]","[' [        ""http://dbpedia.org/ontology/spouse"",         ""http://dbpedia.org/property/spouse"",         ""http://dbpedia.org/ontology/occupation""    ]']",['0.0'],['0.0']
195,['Which budget did the first movie of Zdenek Sverak have?'],[],[],,
196,['How many big fires struck Paris during the Middle Ages?'],[],[],,
197,['Is Pamela Anderson a vegan?'],[],[],,
198,['How often was Michael Jordan divorced?'],[],[],,
199,['What is the most beautiful painting?'],[],[],,
200,['Give me all animal species that live in the Amazon rainforest.'],[''],[],,
201,['How many inhabitants does the largest city in Canada have?'],"[""['http://dbpedia.org/ontology/largestCity', 'http://dbpedia.org/ontology/populationTotal']""]","[' [        ""http://dbpedia.org/ontology/largestCity"",         ""http://dbpedia.org/ontology/leader""    ]']",['0.5'],['0.5']
202,['In which studio did the Beatles record their first album?'],[],[],,
203,['Who was the first to climb Mount Everest?'],["['http://dbpedia.org/ontology/firstAscentPerson']"],[' [        "http://dbpedia.org/ontology/residence"    ]'],['0.0'],['0.0']
204,['How many programming languages are there?'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
205,['What is the official color of the University of Oxford?'],["['http://dbpedia.org/ontology/officialSchoolColour']"],[' [        "http://dbpedia.org/property/university"    ]'],['0.0'],['0.0']
206,['How many gold medals did Michael Phelps win at the 2008 Olympics?'],[],[],,
207,['To which artistic movement did the painter of The Three Dancers belong?'],"[""['http://dbpedia.org/ontology/author', 'http://dbpedia.org/ontology/movement']""]",[' [        "http://dbpedia.org/ontology/author"    ]'],['1.0'],['1.0']
208,['Give me all animals that are extinct.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/conservationStatus']""]",[],,
209,["Does Abraham Lincoln's death place have a website?"],"[""['http://dbpedia.org/ontology/deathPlace', 'http://dbpedia.org/property/website']""]",[' [        "http://dbpedia.org/ontology/deathPlace"    ]'],['1.0'],['1.0']
210,['How deep is Lake Placid?'],["['http://dbpedia.org/ontology/depth']"],[],,
211,['Give me the grandchildren of Bruce Lee.'],"[""['http://dbpedia.org/ontology/child', 'http://dbpedia.org/ontology/child']""]","[' [        ""http://dbpedia.org/ontology/relation"",         ""http://dbpedia.org/ontology/country""    ]']",['0.0'],['0.0']
212,['Who is the youngest Darts player?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/birthDate']""]",[],,
213,['Where was Bach born?'],["['http://dbpedia.org/ontology/birthPlace']"],[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['1.0'],['1.0']
214,['In which countries can you pay using the West African CFA franc?'],["['http://dbpedia.org/ontology/currency']"],[' [        "http://dbpedia.org/ontology/usingCountry"    ]'],['0.0'],['0.0']
215,['What are the top-10 action role-playing video games according to IGN?'],"[""['http://purl.org/dc/terms/subject', 'http://dbpedia.org/property/ign']""]",[' [        "http://purl.org/dc/terms/subject"    ]'],['1.0'],['1.0']
216,['What is the most frequent cause of death?'],["['http://dbpedia.org/ontology/deathCause']"],[],,
217,['Does the Isar flow into a lake?'],"[""['http://dbpedia.org/ontology/inflow', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/ontology/lake"    ]'],['0.0'],['0.0']
218,['Give me all films produced by Steven Spielberg with a budget of at least $80 million.'],[],[],,
219,['Give me all writers that won the Nobel Prize in literature.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/award']""]",[' [        "http://dbpedia.org/property/writer"    ]'],['0.0'],['0.0']
220,['Give me all taikonauts.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/nationality']""]",[' [        "http://dbpedia.org/ontology/profession"    ]'],['0.0'],['0.0']
221,['How many pages does War and Peace have?'],["['http://dbpedia.org/ontology/numberOfPages']"],[' [        "http://dbpedia.org/property/type"    ]'],['0.0'],['0.0']
222,['What is the bridge with the longest span?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/mainspan']""]",[],,
223,['Give me all actors called Baldwin.'],"[""['http://xmlns.com/foaf/0.1/surname', 'http://dbpedia.org/ontology/occupation', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/ontology/child"    ]'],['0.0'],['0.0']
224,['Who is the tallest player of the Atlanta Falcons?'],"[""['http://dbpedia.org/ontology/team', 'http://dbpedia.org/ontology/height']""]",[' [        "http://dbpedia.org/ontology/team"    ]'],['1.0'],['1.0']
225,['Which rivers flow into a German lake?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/inflow', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/country']""]","[' [        ""http://dbpedia.org/ontology/lake"",         ""http://dbpedia.org/ontology/country""    ]']",['0.666666666667'],['1.0']
226,['How many James Bond movies are there?'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
227,['Which rockets were launched from Baikonur?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/launchSite']""]",[' [        "http://dbpedia.org/ontology/launchSite"    ]'],['1.0'],['1.0']
228,['Which pope succeeded John Paul II?'],["['http://dbpedia.org/property/sucesor']"],[],,
229,['Give me all Dutch parties.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/country']""]",[' [        "http://dbpedia.org/property/maleIndividualChampionTeam"    ]'],['0.5'],['1.0']
230,['When is Halloween?'],["['http://dbpedia.org/property/date']"],[' [        "http://dbpedia.org/property/date"    ]'],['1.0'],['1.0']
231,['Give me all Swedish oceanographers.'],"[""['http://dbpedia.org/ontology/field', 'http://dbpedia.org/ontology/birthPlace']""]","[' [        ""http://purl.org/dc/terms/subject"",         ""http://dbpedia.org/ontology/language""    ]']",['0.0'],['0.0']
232,['Give me all actors who were born in Berlin.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/birthPlace']""]",[' [        "http://dbpedia.org/ontology/predecessor"    ]'],['0.0'],['0.0']
233,['What was the last movie with Alec Guinness?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/releaseDate']""]",[' [        "http://dbpedia.org/property/spouse"    ]'],['0.0'],['0.0']
234,['Which poet wrote the most books?'],"[""['http://dbpedia.org/ontology/occupation', 'http://dbpedia.org/ontology/author', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/property/occupation"    ]'],['0.5'],['1.0']
235,['How many languages are spoken in Colombia?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/language']""]",[' [        "http://dbpedia.org/property/state"    ]'],['0.5'],['1.0']
236,['What does IYCM stand for?'],["['http://dbpedia.org/ontology/abbreviation']"],[],,
237,["What was Brazil's lowest rank in the FIFA World Ranking?"],["['http://dbpedia.org/property/fifaMin']"],[' [        "http://dbpedia.org/ontology/stateOfOriginTeam"    ]'],['0.0'],['0.0']
238,['Give me the capitals of all countries that the Himalayas run through.'],"[""['http://dbpedia.org/property/country', 'http://dbpedia.org/ontology/capital']""]",[],,
239,['Which actor played Chewbacca?'],["['http://dbpedia.org/property/portrayer']"],[],,
240,['Which ingredients do I need for carrot cake?'],["['http://dbpedia.org/ontology/ingredient']"],[' [        "http://dbpedia.org/ontology/ingredientName"    ]'],['0.0'],['0.0']
241,['Is Cola a beverage?'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
242,['Who has Tom Cruise been married to?'],["['http://dbpedia.org/ontology/spouse']"],[],,
243,["Which of Tim Burton's films had the highest budget?"],"[""['http://dbpedia.org/ontology/director', 'http://dbpedia.org/ontology/budget']""]",[' [        "http://dbpedia.org/ontology/director"    ]'],['1.0'],['1.0']
244,["How heavy is Jupiter's lightest moon?"],"[""['http://dbpedia.org/property/sateliteOf', 'http://dbpedia.org/ontology/mas']""]",[],,
245,['Which actor was casted in the most movies?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring']""]",[],,
246,['Is James Bond married?'],["['http://dbpedia.org/ontology/spouse']"],[],,
247,['Give me all Australian metalcore bands.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/genre', 'http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/ontology/country']""]","[' [        ""http://dbpedia.org/property/asianPlaceQ"",         ""http://dbpedia.org/ontology/wikiPageRedirects""    ]']",['0.0'],['0.0']
248,['Give me all actors who were born in Paris after 1950.'],[],[],,
249,['When was Carlo Giuliani shot?'],["['http://dbpedia.org/property/dateOfDeath']"],[],,
250,['Who are the four youngest MVP basketball players?'],[],[],,
251,['Which companies have more than 1 million employees?'],[],[],,
252,['Give all swimmers that were born in Moscow.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/birthPlace']""]",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
253,['Who was called Rodzilla?'],[],[],,
254,['Show me the book that Muhammad Ali wrote.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/author']""]",[' [        "http://dbpedia.org/ontology/child"    ]'],['0.0'],['0.0']
255,['How many museums does Paris have?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/location']""]",[],,
256,['Which city has the most inhabitants?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/populationTotal']""]",[],,
257,['Which city has the least inhabitants?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/populationTotal']""]",[],,
258,['Give me all the TV shows with Neil Patrick Harris.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/starring']""]",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.0'],['0.0']
259,['Who wrote The Hunger Games?'],["['http://dbpedia.org/ontology/author']"],[],,
260,['Show a list of soccer clubs that play in the Bundesliga.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/league']""]",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
261,['What country is Mount Everest in?'],"[""['http://dbpedia.org/ontology/locatedInArea', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
262,['Who is the founder of Penguin Books?'],["['http://dbpedia.org/ontology/founder']"],[' [        "http://dbpedia.org/ontology/founder"    ]'],['1.0'],['1.0']
263,['Which programming languages influenced Javascript?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/influenced']""]",[' [        "http://dbpedia.org/ontology/influenced"    ]'],['1.0'],['1.0']
264,['Did Che Guevara have children?'],["['http://dbpedia.org/ontology/child']"],[' [        "http://dbpedia.org/ontology/child"    ]'],['1.0'],['1.0']
265,['List all the musicals with music by Elton John.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/musicBy']""]",[' [        "http://dbpedia.org/property/music"    ]'],['0.5'],['1.0']
266,['Show me all the breweries in Australia.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/location', 'http://dbpedia.org/ontology/location', 'http://dbpedia.org/ontology/country']""]",[' [        "http://dbpedia.org/property/countryTs"    ]'],['0.0'],['0.0']
267,['When was the Titanic completed?'],["['http://dbpedia.org/ontology/completionDate']"],[' [        "http://dbpedia.org/ontology/completionDate"    ]'],['1.0'],['1.0']
268,['How much did Pulp Fiction cost?'],["['http://dbpedia.org/ontology/budget']"],[' [        "http://dbpedia.org/property/country"    ]'],['0.0'],['0.0']
269,['How many airlines are there?'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
270,['Who played Agent Smith in Matrix?'],["['http://dbpedia.org/property/portrayer']"],[],,
271,['How much carbs does peanut butter have?'],["['http://dbpedia.org/property/carbs']"],[' [        "http://dbpedia.org/property/carbs"    ]'],['1.0'],['1.0']
272,['Which book has the most pages?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/numberOfPages']""]",[],,
273,['Which bridges cross the Seine?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/crosses']""]",[' [        "http://dbpedia.org/ontology/crosses"    ]'],['1.0'],['1.0']
274,['Who is the mayor of the capital of French Polynesia?'],"[""['http://dbpedia.org/ontology/capital', 'http://dbpedia.org/ontology/mayor']""]",[' [        "http://dbpedia.org/ontology/capital"    ]'],['1.0'],['1.0']
275,["When did Dracula's creator die?"],"[""['http://dbpedia.org/ontology/creator', 'http://dbpedia.org/ontology/deathDate']""]",[' [        "http://dbpedia.org/ontology/creator"    ]'],['1.0'],['1.0']
276,['What is the location of the Houses of Parliament?'],["['http://dbpedia.org/ontology/location']"],[' [        "http://dbpedia.org/ontology/parliament"    ]'],['0.0'],['0.0']
277,['Show me all English Gothic buildings in Kent.'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/architecturalStyle', 'http://dbpedia.org/ontology/location']""]","[' [        ""http://dbpedia.org/property/location"",         ""http://dbpedia.org/ontology/location""    ]']",['0.5'],['0.5']
278,['Who was the pope that founded the Vatican Television?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/foundedBy']""]",[' [        "http://dbpedia.org/ontology/leader"    ]'],['0.0'],['0.0']
279,['What airlines are part of the SkyTeam alliance?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/property/aliance', 'http://dbpedia.org/ontology/Alliance']""]",[],,
280,"['What is the total population of Melbourne, Florida?']",["['http://dbpedia.org/ontology/populationTotal']"],[' [        "http://dbpedia.org/ontology/population"    ]'],['0.0'],['0.0']
281,['Which airports does Air China serve?'],["['http://dbpedia.org/ontology/targetAirport']"],[' [        "http://dbpedia.org/ontology/targetAirport"    ]'],['1.0'],['1.0']
282,['In which year was Rachel Stevens born?'],["['http://dbpedia.org/ontology/birthYear']"],[' [        "http://dbpedia.org/property/spouse"    ]'],['0.0'],['0.0']
283,['Where was JFK assassinated?'],["['http://dbpedia.org/ontology/deathPlace']"],[' [        "http://dbpedia.org/ontology/successor"    ]'],['0.0'],['0.0']
284,['How many politicians graduated from Columbia University?'],"[""['http://dbpedia.org/ontology/profession', 'http://dbpedia.org/ontology/almaMater']""]","[' [        ""http://dbpedia.org/ontology/university"",         ""http://dbpedia.org/ontology/president""    ]']",['0.0'],['0.0']
285,['Which scientist is known for the Manhattan Project and the Nobel Peace Prize?'],"[""['http://dbpedia.org/ontology/knownFor', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/knownFor']""]","[' [        ""http://dbpedia.org/ontology/knownFor"",         ""http://dbpedia.org/ontology/notableCommander""    ]']",['1.0'],['1.0']
286,['What is the highest volcano in Africa?'],"[""['http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/locatedInArea', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/elevation']""]",[],,
287,['Which beer originated in Ireland?'],[],[],,
288,['What are the specialities of the UNC Health Care?'],["['http://dbpedia.org/property/speciality']"],[' [        "http://dbpedia.org/property/healthcare"    ]'],['0.5'],['1.0']
289,['Who is the owner of Facebook?'],["['http://dbpedia.org/ontology/foundedBy']"],[' [        "http://dbpedia.org/property/owner"    ]'],['0.0'],['0.0']
290,['From which region is the Melon de Bourgogne?'],["['http://dbpedia.org/ontology/wineRegion']"],[' [        "http://dbpedia.org/ontology/wineRegion"    ]'],['1.0'],['1.0']
291,['Who was influenced by Socrates?'],["['http://dbpedia.org/ontology/influencedBy']"],[' [        "http://dbpedia.org/ontology/influenced"    ]'],['0.5'],['1.0']
292,['Who was president of Pakistan in 1978?'],"[""['http://dbpedia.org/property/title', 'http://dbpedia.org/property/years']""]",[' [        "http://dbpedia.org/property/residence"    ]'],['0.0'],['0.0']
293,['Give me English actors starring in Lovesick.'],"[""['http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/birthPlace', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type']""]",[' [        "http://dbpedia.org/property/wordnet_type"    ]'],['0.0'],['0.0']
294,['Give me all types of eating disorders.'],["['http://www.w3.org/1999/02/22-rdf-syntax-ns#type']"],[],,
295,['Who was married to president Chirac?'],["['http://dbpedia.org/ontology/spouse']"],[' [        "http://dbpedia.org/ontology/president"    ]'],['0.5'],['1.0']
296,['What is the largest metropolitan area in Washington state?'],["['http://dbpedia.org/property/largestmetro']"],[' [        "http://dbpedia.org/property/state"    ]'],['0.0'],['0.0']
297,['Where in France is sparkling wine produced?'],"[""['http://dbpedia.org/ontology/wineProduced', 'http://dbpedia.org/ontology/location']""]",[' [        "http://dbpedia.org/ontology/wineProduced"    ]'],['1.0'],['1.0']
298,['Where did Hillel Slovak die?'],["['http://dbpedia.org/ontology/deathPlace']"],[' [        "http://dbpedia.org/ontology/deathPlace"    ]'],['1.0'],['1.0']
299,['What is the timezone in San Pedro de Atacama?'],["['http://dbpedia.org/ontology/timezone']"],[],,
300,['In which city does the Chile Route 68 end?'],["['http://dbpedia.org/ontology/routeEnd']"],[' [        "http://dbpedia.org/ontology/routeEnd"    ]'],['1.0'],['1.0']
